Date,Extent
1978-10-31,17.699
1978-11-30,15.8964
1978-12-31,10.395249999999999
1979-01-31,5.4022
1979-02-28,3.1410714285714287
1979-03-31,3.9993125
1979-04-30,7.485533333333333
1979-05-31,10.826666666666664
1979-06-30,14.187000000000001
1979-07-31,16.516875000000002
1979-08-31,17.698266666666665
1979-09-30,18.195533333333334
1979-10-31,17.820499999999996
1979-11-30,15.337066666666665
1979-12-31,9.235800000000001
1980-01-31,4.562
1980-02-29,2.818357142857143
1980-03-31,3.2948749999999998
1980-04-30,5.405
1980-05-31,8.856666666666667
1980-06-30,12.490266666666665
1980-07-31,15.564437499999999
1980-08-31,17.805600000000002
1980-09-30,18.81726666666667
1980-10-31,18.567875
1980-11-30,16.133133333333333
1980-12-31,10.155866666666668
1981-01-31,4.411875
1981-02-28,2.8734999999999995
1981-03-31,3.391533333333333
1981-04-30,5.838466666666667
1981-05-31,9.354624999999999
1981-06-30,13.108533333333334
1981-07-31,16.038733333333333
1981-08-31,17.7365
1981-09-30,18.596466666666668
1981-10-31,18.293733333333332
1981-11-30,16.11133333333333
1981-12-31,10.894812499999999
1982-01-31,5.260066666666666
1982-02-28,3.1284999999999994
1982-03-31,4.287812499999999
1982-04-30,7.722933333333333
1982-05-31,10.758333333333333
1982-06-30,13.416733333333333
1982-07-31,15.872187499999999
1982-08-31,17.7892
1982-09-30,18.35346666666667
1982-10-31,17.788375
1982-11-30,15.536599999999998
1982-12-31,9.215666666666666
1983-01-31,4.770499999999999
1983-02-28,3.0702857142857143
1983-03-31,4.015666666666666
1983-04-30,6.470400000000001
1983-05-31,9.526
1983-06-30,12.642599999999998
1983-07-31,15.466666666666665
1983-08-31,17.250812500000002
1983-09-30,18.5852
1983-10-31,17.91533333333333
1983-11-30,16.0142
1983-12-31,10.393874999999998
1984-01-31,4.778666666666667
1984-02-29,2.6772666666666667
1984-03-31,3.6123333333333334
1984-04-30,6.421999999999999
1984-05-31,9.748437499999998
1984-06-30,13.230466666666667
1984-07-31,16.394866666666665
1984-08-31,17.9276875
1984-09-30,18.171466666666667
1984-10-31,17.5726
1984-11-30,16.134
1984-12-31,10.472999999999997
1985-01-31,4.4554
1985-02-28,2.8364285714285713
1985-03-31,3.7171875000000005
1985-04-30,6.4932
1985-05-31,10.152800000000001
1985-06-30,13.42853333333333
1985-07-31,15.720937500000002
1985-08-31,17.6322
1985-09-30,18.7032
1985-10-31,18.204437500000004
1985-11-30,16.1402
1985-12-31,11.352200000000002
1986-01-31,5.42225
1986-02-28,3.1931428571428575
1986-03-31,3.6983999999999995
1986-04-30,6.385533333333334
1986-05-31,9.295625
1986-06-30,12.687
1986-07-31,15.316799999999999
1986-08-31,16.9988125
1986-09-30,17.683133333333334
1986-10-31,17.183733333333333
1986-11-30,15.006599999999999
1986-12-31,9.653937499999998
1987-01-31,5.126000000000001
1987-02-28,3.2537142857142856
1987-03-31,4.11275
1987-04-30,6.796933333333333
1987-05-31,9.694066666666664
1987-06-30,12.684333333333335
1987-07-31,15.751562499999999
1987-08-31,17.66142857142857
1987-09-30,18.24606666666666
1987-10-31,17.67409677419355
1987-11-30,15.584099999999994
1987-12-31,13.379
1988-01-31,3.817157894736842
1988-02-29,2.885689655172414
1988-03-31,3.9661935483870963
1988-04-30,6.2874
1988-05-31,9.602290322580643
1988-06-30,13.0928
1988-07-31,15.748677419354838
1988-08-31,17.561
1988-09-30,18.3072
1988-10-31,18.361032258064515
1988-11-30,16.147666666666666
1988-12-31,11.060612903225806
1989-01-31,4.736806451612903
1989-02-28,2.977607142857143
1989-03-31,3.927290322580645
1989-04-30,6.306266666666667
1989-05-31,10.29716129032258
1989-06-30,13.580433333333335
1989-07-31,15.710580645161292
1989-08-31,17.465645161290322
1989-09-30,18.12106666666667
1989-10-31,17.856096774193553
1989-11-30,15.733433333333332
1989-12-31,9.837516129032258
1990-01-31,4.867387096774192
1990-02-28,3.0361785714285716
1990-03-31,3.9659677419354837
1990-04-30,6.999866666666666
1990-05-31,9.715451612903227
1990-06-30,13.082899999999997
1990-07-31,15.57093548387097
1990-08-31,17.56745161290323
1990-09-30,18.192999999999998
1990-10-31,17.94532258064517
1990-11-30,15.4683
1990-12-31,9.953516129032257
1991-01-31,5.33825806451613
1991-02-28,3.161107142857144
1991-03-31,3.806838709677419
1991-04-30,7.053466666666666
1991-05-31,10.279451612903225
1991-06-30,13.065666666666667
1991-07-31,15.550419354838713
1991-08-31,17.718967741935487
1991-09-30,18.3126
1991-10-31,17.917290322580648
1991-11-30,15.583533333333332
1991-12-31,10.192322580645161
1992-01-31,4.748870967741935
1992-02-29,2.8373793103448284
1992-03-31,3.573290322580645
1992-04-30,6.794099999999999
1992-05-31,9.924774193548386
1992-06-30,12.8085
1992-07-31,15.894419354838712
1992-08-31,17.72703225806451
1992-09-30,18.147200000000005
1992-10-31,17.933967741935486
1992-11-30,15.8955
1992-12-31,10.205741935483875
1993-01-31,4.409387096774195
1993-02-28,2.482178571428571
1993-03-31,3.6681935483870967
1993-04-30,6.651599999999999
1993-05-31,10.103774193548384
1993-06-30,13.147166666666667
1993-07-31,15.854870967741938
1993-08-31,17.49177419354838
1993-09-30,18.543200000000006
1993-10-31,18.12754838709678
1993-11-30,16.042066666666663
1993-12-31,9.933354838709677
1994-01-31,4.965709677419354
1994-02-28,3.1975357142857144
1994-03-31,4.549354838709678
1994-04-30,7.221566666666667
1994-05-31,10.408000000000001
1994-06-30,13.560133333333333
1994-07-31,16.29596774193548
1994-08-31,17.839580645161284
1994-09-30,18.61263333333334
