Date,Monthly,Mthly Unc
1978-02-01,3.488,0.075
1978-03-01,5.628,0.081
1978-04-01,8.786,0.056
1978-05-01,11.364,0.1
1978-06-01,13.179,0.099
1978-07-01,14.354,0.228
1978-08-01,13.302,0.12
1978-09-01,12.039,0.105
1978-10-01,9.338,0.081
1978-11-01,6.367,0.107
1978-12-01,3.763,0.144
1979-01-01,2.68,0.125
1979-02-01,2.862,0.076
1979-03-01,5.445,0.061
1979-04-01,8.444,0.065
1979-05-01,11.108,0.114
1979-06-01,13.387,0.134
1979-07-01,14.062,0.067
1979-08-01,13.834,0.061
1979-09-01,12.234,0.068
1979-10-01,9.558,0.121
1979-11-01,6.292,0.092
1979-12-01,4.597,0.076
1980-01-01,2.97,0.116
1980-02-01,3.678,0.099
1980-03-01,5.354,0.067
1980-04-01,8.891,0.056
1980-05-01,11.755,0.107
1980-06-01,13.545,0.149
1980-07-01,14.738,0.07
1980-08-01,14.191,0.144
1980-09-01,12.314,0.104
1980-10-01,9.549,0.047
1980-11-01,6.697,0.063
1980-12-01,4.023,0.088
1981-01-01,3.819,0.067
1981-02-01,4.048,0.045
1981-03-01,6.203,0.089
1981-04-01,8.89,0.058
1981-05-01,11.497,0.127
1981-06-01,13.734,0.061
1981-07-01,14.709,0.038
1981-08-01,14.54,0.093
1981-09-01,12.199,0.158
1981-10-01,9.354,0.086
1981-11-01,6.259,0.051
1981-12-01,4.543,0.07
1982-01-01,2.568,0.099
1982-02-01,3.323,0.061
1982-03-01,4.899,0.075
1982-04-01,8.46,0.062
1982-05-01,11.339,0.056
1982-06-01,13.258,0.086
1982-07-01,14.543,0.085
1982-08-01,13.804,0.061
1982-09-01,12.043,0.097
1982-10-01,9.228,0.04
1982-11-01,5.984,0.116
1982-12-01,4.363,0.065
1983-01-01,3.457,0.078
1983-02-01,3.856,0.049
1983-03-01,5.691,0.053
1983-04-01,8.694,0.09
1983-05-01,11.725,0.116
1983-06-01,13.464,0.091
1983-07-01,14.397,0.069
1983-08-01,14.305,0.078
1983-09-01,12.708,0.115
1983-10-01,9.492,0.074
1983-11-01,6.771,0.092
1983-12-01,3.868,0.054
1984-01-01,2.952,0.067
1984-02-01,3.104,0.093
1984-03-01,5.68,0.069
1984-04-01,8.412,0.12
1984-05-01,11.984,0.106
1984-06-01,13.338,0.179
1984-07-01,14.408,0.095
1984-08-01,13.936,0.054
1984-09-01,12.028,0.048
1984-10-01,9.376,0.094
1984-11-01,5.836,0.077
1984-12-01,3.173,0.092
1985-01-01,3.049,0.088
1985-02-01,2.724,0.079
1985-03-01,5.444,0.043
1985-04-01,8.61,0.072
1985-05-01,11.422,0.049
1985-06-01,13.573,0.141
1985-07-01,13.968,0.102
1985-08-01,14.061,0.079
1985-09-01,11.946,0.095
1985-10-01,9.36,0.143
1985-11-01,5.996,0.117
1985-12-01,3.845,0.085
1986-01-01,3.336,0.184
1986-02-01,4.025,0.043
1986-03-01,5.806,0.08
1986-04-01,8.85,0.066
1986-05-01,11.589,0.09
1986-06-01,13.394,0.116
1986-07-01,14.289,0.103
1986-08-01,13.988,0.074
1986-09-01,11.852,0.073
1986-10-01,9.348,0.1
1986-11-01,5.965,0.062
1986-12-01,3.81,0.057
1987-01-01,3.169,0.058
1987-02-01,4.18,0.07
1987-03-01,5.297,0.035
1987-04-01,8.583,0.058
1987-05-01,11.516,0.067
1987-06-01,13.909,0.112
1987-07-01,14.872,0.049
1987-08-01,13.919,0.095
1987-09-01,12.478,0.083
1987-10-01,9.634,0.076
1987-11-01,6.075,0.057
1987-12-01,4.514,0.062
1988-01-01,3.49,0.082
1988-02-01,3.457,0.043
1988-03-01,5.937,0.047
1988-04-01,8.998,0.059
1988-05-01,11.846,0.141
1988-06-01,14.069,0.116
1988-07-01,14.756,0.085
1988-08-01,14.542,0.134
1988-09-01,12.727,0.072
1988-10-01,9.996,0.055
1988-11-01,6.321,0.056
1988-12-01,4.406,0.087
1989-01-01,2.739,0.107
1989-02-01,3.653,0.074
1989-03-01,5.8,0.114
1989-04-01,8.697,0.141
1989-05-01,11.262,0.122
1989-06-01,13.439,0.09
1989-07-01,14.615,0.118
1989-08-01,14.162,0.137
1989-09-01,12.42,0.084
1989-10-01,9.778,0.098
1989-11-01,6.223,0.072
1989-12-01,4.488,0.107
1990-01-01,3.283,0.077
1990-02-01,3.718,0.056
1990-03-01,6.741,0.064
1990-04-01,9.163,0.101
1990-05-01,11.826,0.082
1990-06-01,13.867,0.11
1990-07-01,14.765,0.096
1990-08-01,14.113,0.091
1990-09-01,12.223,0.158
1990-10-01,9.894,0.065
1990-11-01,6.94,0.121
1990-12-01,4.452,0.09
1991-01-01,3.277,0.061
1991-02-01,4.122,0.095
1991-03-01,5.588,0.048
1991-04-01,9.257,0.069
1991-05-01,11.599,0.079
1991-06-01,14.264,0.085
1991-07-01,14.993,0.069
1991-08-01,14.329,0.107
1991-09-01,12.68,0.097
1991-10-01,9.771,0.095
1991-11-01,6.451,0.059
1991-12-01,4.106,0.098
1992-01-01,3.6,0.068
1992-02-01,3.906,0.07
1992-03-01,5.932,0.156
1992-04-01,8.563,0.082
1992-05-01,11.523,0.087
1992-06-01,13.565,0.083
1992-07-01,14.136,0.042
1992-08-01,13.776,0.078
1992-09-01,11.66,0.065
1992-10-01,9.379,0.076
1992-11-01,5.923,0.075
1992-12-01,4.113,0.14
1993-01-01,3.32,0.11
1993-02-01,3.826,0.051
1993-03-01,5.927,0.059
1993-04-01,8.678,0.045
1993-05-01,11.462,0.088
1993-06-01,13.519,0.07
1993-07-01,14.56,0.071
1993-08-01,13.845,0.065
1993-09-01,11.966,0.037
1993-10-01,9.64,0.091
1993-11-01,5.776,0.051
1993-12-01,4.088,0.055
1994-01-01,3.075,0.084
1994-02-01,2.858,0.088
1994-03-01,5.746,0.075
1994-04-01,9.012,0.079
1994-05-01,11.666,0.07
1994-06-01,14.137,0.088
1994-07-01,14.692,0.089
1994-08-01,13.985,0.068
1994-09-01,12.527,0.034
1994-10-01,10.017,0.063
1994-11-01,6.829,0.054
1994-12-01,4.123,0.044
1995-01-01,3.589,0.08
1995-02-01,4.696,0.072
1995-03-01,5.96,0.037
1995-04-01,8.985,0.082
1995-05-01,11.568,0.073
1995-06-01,14.134,0.124
1995-07-01,15.09,0.082
1995-08-01,14.632,0.057
1995-09-01,12.577,0.059
1995-10-01,10.104,0.07
1995-11-01,6.79,0.051
1995-12-01,4.135,0.05
1996-01-01,2.91,0.086
1996-02-01,4.017,0.059
1996-03-01,5.563,0.06
1996-04-01,8.668,0.053
1996-05-01,11.563,0.106
1996-06-01,13.648,0.074
1996-07-01,14.823,0.092
1996-08-01,14.594,0.069
1996-09-01,12.336,0.075
1996-10-01,9.522,0.09
1996-11-01,6.552,0.064
1996-12-01,4.34,0.059
1997-01-01,3.186,0.075
1997-02-01,3.804,0.047
1997-03-01,5.957,0.04
1997-04-01,8.855,0.084
1997-05-01,11.564,0.053
1997-06-01,14.112,0.09
1997-07-01,14.5,0.08
1997-08-01,14.227,0.068
1997-09-01,12.671,0.064
1997-10-01,10.126,0.078
1997-11-01,6.884,0.063
1997-12-01,4.451,0.072
1998-01-01,3.407,0.081
1998-02-01,4.871,0.036
1998-03-01,6.01,0.027
1998-04-01,9.334,0.069
1998-05-01,12.263,0.062
1998-06-01,14.519,0.07
1998-07-01,15.32,0.078
1998-08-01,14.889,0.096
1998-09-01,12.674,0.084
1998-10-01,9.965,0.099
1998-11-01,6.441,0.047
1998-12-01,4.723,0.056
1999-01-01,3.609,0.128
1999-02-01,4.706,0.08
1999-03-01,5.534,0.038
1999-04-01,8.791,0.048
1999-05-01,11.662,0.075
1999-06-01,14.028,0.102
1999-07-01,14.817,0.08
1999-08-01,14.349,0.072
1999-09-01,12.725,0.088
1999-10-01,9.991,0.13
1999-11-01,6.638,0.059
1999-12-01,4.586,0.065
2000-01-01,2.99,0.085
2000-02-01,4.216,0.042
2000-03-01,6.207,0.052
2000-04-01,9.544,0.064
2000-05-01,11.865,0.057
2000-06-01,14.04,0.055
2000-07-01,14.832,0.051
2000-08-01,14.537,0.069
2000-09-01,12.579,0.079
2000-10-01,9.47,0.089
2000-11-01,6.303,0.046
2000-12-01,3.89,0.101
2001-01-01,3.388,0.086
2001-02-01,3.762,0.054
2001-03-01,6.244,0.033
2001-04-01,9.22,0.037
2001-05-01,12.266,0.044
2001-06-01,14.064,0.084
2001-07-01,15.124,0.056
2001-08-01,14.421,0.052
2001-09-01,12.727,0.054
2001-10-01,9.892,0.08
2001-11-01,7.328,0.059
2001-12-01,4.527,0.079
2002-01-01,4.067,0.132
2002-02-01,4.734,0.073
2002-03-01,6.785,0.038
2002-04-01,9.21,0.059
2002-05-01,12.243,0.049
2002-06-01,14.065,0.084
2002-07-01,15.331,0.109
2002-08-01,14.559,0.071
2002-09-01,12.998,0.045
2002-10-01,9.99,0.084
2002-11-01,6.938,0.059
2002-12-01,4.089,0.086
2003-01-01,4.018,0.07
2003-02-01,4.131,0.087
2003-03-01,6.062,0.042
2003-04-01,9.148,0.049
2003-05-01,12.141,0.103
2003-06-01,13.997,0.069
2003-07-01,14.983,0.078
2003-08-01,14.66,0.091
2003-09-01,12.905,0.071
2003-10-01,10.403,0.096
2003-11-01,6.708,0.081
2003-12-01,5.136,0.137
2004-01-01,3.582,0.115
2004-02-01,4.516,0.083
2004-03-01,6.34,0.051
2004-04-01,9.247,0.078
2004-05-01,11.512,0.086
2004-06-01,13.887,0.117
2004-07-01,14.281,0.083
2004-08-01,14.189,0.08
2004-09-01,12.629,0.084
2004-10-01,10.177,0.114
2004-11-01,7.352,0.072
2004-12-01,4.284,0.049
2005-01-01,3.835,0.097
2005-02-01,3.965,0.084
2005-03-01,6.566,0.046
2005-04-01,9.568,0.068
2005-05-01,12.216,0.054
2005-06-01,14.462,0.066
2005-07-01,15.169,0.062
2005-08-01,14.518,0.066
2005-09-01,13.248,0.049
2005-10-01,10.669,0.072
2005-11-01,7.463,0.091
2005-12-01,4.889,0.108
2006-01-01,3.31,0.036
2006-02-01,4.45,0.055
2006-03-01,6.335,0.061
2006-04-01,9.039,0.061
2006-05-01,11.747,0.071
2006-06-01,14.451,0.061
2006-07-01,14.981,0.105
2006-08-01,14.924,0.121
2006-09-01,12.921,0.058
2006-10-01,10.357,0.083
2006-11-01,6.976,0.105
2006-12-01,5.035,0.073
2007-01-01,4.626,0.071
2007-02-01,4.266,0.064
2007-03-01,6.411,0.062
2007-04-01,9.782,0.089
2007-05-01,12.521,0.094
2007-06-01,14.345,0.086
2007-07-01,15.226,0.077
2007-08-01,14.77,0.067
2007-09-01,12.981,0.055
2007-10-01,10.35,0.063
2007-11-01,7.125,0.11
2007-12-01,4.557,0.059
2008-01-01,2.921,0.078
2008-02-01,3.65,0.086
2008-03-01,6.897,0.05
2008-04-01,9.291,0.054
2008-05-01,12.022,0.094
2008-06-01,14.132,0.127
2008-07-01,15.154,0.065
2008-08-01,14.35,0.096
2008-09-01,12.832,0.104
2008-10-01,10.477,0.055
2008-11-01,7.273,0.058
2008-12-01,4.432,0.057
2009-01-01,3.733,0.066
2009-02-01,4.146,0.07
2009-03-01,6.115,0.046
2009-04-01,9.324,0.101
2009-05-01,12.152,0.094
2009-06-01,14.257,0.105
2009-07-01,15.287,0.07
2009-08-01,14.71,0.086
2009-09-01,13.202,0.073
2009-10-01,10.159,0.054
2009-11-01,7.095,0.055
2009-12-01,4.343,0.095
2010-01-01,3.742,0.063
2010-02-01,4.422,0.07
2010-03-01,6.728,0.054
2010-04-01,9.684,0.079
2010-05-01,12.427,0.087
2010-06-01,14.39,0.068
2010-07-01,15.174,0.076
2010-08-01,14.79,0.094
2010-09-01,12.938,0.084
2010-10-01,10.485,0.059
2010-11-01,7.527,0.061
2010-12-01,4.308,0.08
2011-01-01,3.342,0.096
2011-02-01,3.753,0.051
2011-03-01,6.104,0.053
2011-04-01,9.477,0.05
2011-05-01,11.964,0.076
2011-06-01,14.375,0.089
2011-07-01,15.51,0.08
2011-08-01,15.09,0.063
2011-09-01,12.941,0.052
2011-10-01,10.401,0.066
2011-11-01,6.839,0.073
2011-12-01,4.68,0.104
2012-01-01,3.19,0.094
2012-02-01,3.622,0.087
2012-03-01,6.017,0.053
2012-04-01,9.643,0.075
2012-05-01,12.57,0.117
2012-06-01,14.458,0.117
2012-07-01,15.085,0.112
2012-08-01,14.717,0.074
2012-09-01,13.021,0.075
2012-10-01,10.424,0.073
2012-11-01,7.154,0.058
2012-12-01,4.088,0.063
2013-01-01,3.746,0.06
2013-02-01,4.212,0.058
2013-03-01,6.243,0.092
2013-04-01,9.021,0.092
2013-05-01,12.188,0.12
2013-06-01,14.537,0.113
2013-07-01,14.989,0.09
2013-08-01,14.799,0.113
2013-09-01,13.192,0.08
2013-10-01,10.283,0.076
2013-11-01,7.442,0.046
2013-12-01,4.732,0.076
2014-01-01,3.791,0.085
2014-02-01,3.531,0.064
2014-03-01,6.374,0.099
2014-04-01,9.582,0.066
2014-05-01,12.53,0.077
2014-06-01,14.281,0.091
2014-07-01,14.868,0.132
2014-08-01,14.909,0.083
2014-09-01,13.132,0.066
2014-10-01,10.385,0.076
2014-11-01,6.772,0.066
2014-12-01,4.906,0.112
2015-01-01,3.939,0.117
2015-02-01,4.678,0.052
2015-03-01,6.757,0.045
2015-04-01,9.312,0.047
2015-05-01,12.32,0.119
2015-06-01,14.492,0.061
2015-07-01,15.065,0.082
2015-08-01,14.782,0.107
2015-09-01,13.011,0.108
2015-10-01,10.807,0.075
2015-11-01,7.467,0.057
2015-12-01,5.511,0.11
2016-01-01,4.266,0.095
2016-02-01,5.403,0.062
2016-03-01,7.516,0.065
2016-04-01,10.128,0.085
2016-05-01,12.6,0.072
2016-06-01,14.346,0.119
2016-07-01,15.273,0.118
2016-08-01,15.304,0.089
2016-09-01,13.206,0.068
2016-10-01,10.28,0.092
2016-11-01,7.228,0.132
2016-12-01,4.961,0.073
2017-01-01,4.21,0.071
2017-02-01,4.967,0.06
2017-03-01,7.169,0.057
2017-04-01,9.624,0.082
2017-05-01,12.601,0.088
2017-06-01,14.233,0.13
2017-07-01,15.31,0.082
2017-08-01,14.928,0.09
2017-09-01,13.037,0.127
2017-10-01,10.567,0.08
2017-11-01,7.174,0.082
2017-12-01,5.167,0.089
2018-01-01,3.801,0.087
2018-02-01,4.322,0.058
2018-03-01,6.702,0.065
2018-04-01,9.655,0.079
2018-05-01,12.405,0.08
2018-06-01,14.451,0.109
2018-07-01,15.457,0.087
2018-08-01,14.835,0.116
2018-09-01,12.94,0.107
2018-10-01,10.639,0.068
2018-11-01,6.908,0.07
2018-12-01,4.897,0.084
2019-01-01,4.051,0.086
2019-02-01,4.448,0.078
2019-03-01,7.132,0.086
2019-04-01,9.852,0.071
2019-05-01,12.319,0.112
2019-06-01,14.487,0.114
2019-07-01,15.464,0.104
2019-08-01,14.95,0.088
2019-09-01,13.272,0.072
2019-10-01,10.76,0.091
2019-11-01,7.311,0.121
2019-12-01,5.41,0.12
2020-01-01,4.657,0.096
2020-02-01,5.337,0.053
2020-03-01,7.093,0.066
2020-04-01,10.004,0.067
2020-05-01,12.618,0.07
2020-06-01,14.66,0.077
2020-07-01,15.484,0.098
2020-08-01,14.966,0.094
2020-09-01,13.496,0.083
2020-10-01,10.478,0.117
2020-11-01,7.797,0.126
2020-12-01,4.809,0.128
2021-01-01,3.863,0.1
2021-02-01,3.966,0.06
2021-03-01,6.71,0.064
2021-04-01,9.463,0.05
2021-05-01,12.315,0.07
2021-06-01,14.619,0.13
2021-07-01,15.635,0.11
2021-08-01,15.043,0.083
2021-09-01,13.387,0.091
