Date,Monthly,Mthly Unc
1750-01-01,1.967,3.241
1750-02-01,2.03,4.099
1750-03-01,5.429,2.276
1750-04-01,8.049,2.231
1750-05-01,9.69,2.38
1750-06-01,12.4,1.554
1750-07-01,14.13,3.145
1750-08-01,14.004,1.425
1750-09-01,10.957,1.212
1750-10-01,7.062,2.518
1750-11-01,1.597,
1750-12-01,0.55,3.705
1751-01-01,1.046,3.489
1751-02-01,0.242,3.575
1751-03-01,5.402,2.353
1751-04-01,6.893,1.905
1751-05-01,10.375,
1751-06-01,12.013,2.831
1751-07-01,15.321,
1751-08-01,13.543,1.33
1751-09-01,10.715,1.707
1751-10-01,6.544,4.425
1751-11-01,2.985,2.216
1751-12-01,1.584,
1752-01-01,-0.667,3.047
1752-02-01,5.288,
1752-03-01,5.414,2.297
1752-04-01,6.687,2.033
1752-05-01,11.224,
1752-06-01,13.745,
1752-07-01,15.118,
1752-08-01,12.802,
1752-09-01,,
1752-10-01,7.813,1.64
1752-11-01,5.994,2.274
1752-12-01,2.514,3.665
1753-01-01,1.75,3.239
1753-02-01,1.714,3.386
1753-03-01,5.95,3.996
1753-04-01,7.227,1.41
1753-05-01,11.108,1.333
1753-06-01,12.97,1.881
1753-07-01,13.993,1.951
1753-08-01,12.539,2.794
1753-09-01,10.519,2.517
1753-10-01,8.569,1.916
1753-11-01,4.794,2.269
1753-12-01,-0.426,4.272
1754-01-01,1.963,3.742
1754-02-01,0.274,3.816
1754-03-01,3.795,4.817
1754-04-01,11.41,1.788
1754-05-01,11.897,2.649
1754-06-01,13.348,3.271
1754-07-01,14.429,1.349
1754-08-01,12.167,2.441
1754-09-01,10.168,2.84
1754-10-01,9.174,2.091
1754-11-01,5.666,2.47
1754-12-01,3.324,2.584
1755-01-01,1.641,3.709
1755-02-01,0.792,3.268
1755-03-01,3.373,2.706
1755-04-01,8.201,1.582
1755-05-01,11.381,4.274
1755-06-01,13.859,2.696
1755-07-01,14.703,2.504
1755-08-01,12.188,1.38
1755-09-01,10.441,1.645
1755-10-01,10.962,2.755
1755-11-01,4.851,3.045
1755-12-01,1.306,4.172
1756-01-01,3.204,3.916
1756-02-01,5.777,4.164
1756-03-01,4.46,3.898
1756-04-01,8.978,2.189
1756-05-01,12.018,3.633
1756-06-01,13.448,1.471
1756-07-01,13.752,1.959
1756-08-01,12.303,3.811
1756-09-01,11.061,2.183
1756-10-01,7.864,2.31
1756-11-01,3.797,2.454
1756-12-01,0.37,2.541
1757-01-01,-0.117,4.233
1757-02-01,4.235,3.77
1757-03-01,4.289,3.055
1757-04-01,8.018,2.026
1757-05-01,11.554,1.628
1757-06-01,15.477,2.248
1757-07-01,16.141,2.727
1757-08-01,15.937,3.702
1757-09-01,13.164,2.36
1757-10-01,5.392,1.764
1757-11-01,3.92,2.327
1757-12-01,0.489,3.891
1758-01-01,-2.111,3.046
1758-02-01,0.232,4.872
1758-03-01,3.462,2.708
1758-04-01,6.584,3.864
1758-05-01,8.428,2.295
1758-06-01,12.204,1.396
1758-07-01,12.779,1.648
1758-08-01,10.571,1.904
1758-09-01,9.372,1.287
1758-10-01,5.823,1.833
1758-11-01,4.936,3.133
1758-12-01,1.661,2.597
1759-01-01,3.767,2.911
1759-02-01,4.193,4.74
1759-03-01,4.29,2.12
1759-04-01,5.969,3.935
1759-05-01,9.085,1.892
1759-06-01,13.171,1.289
1759-07-01,11.882,1.876
1759-08-01,13.444,1.898
1759-09-01,11.11,1.825
1759-10-01,7.268,2.843
1759-11-01,3.2,3.128
1759-12-01,-1.398,3.428
1760-01-01,-1.991,3.62
1760-02-01,2.775,3.326
1760-03-01,1.805,2.925
1760-04-01,6.239,1.621
1760-05-01,9.541,2.878
1760-06-01,11.366,1.546
1760-07-01,11.623,1.95
1760-08-01,12.01,2.097
1760-09-01,9.698,2.485
1760-10-01,6.496,3.155
1760-11-01,4.821,1.965
1760-12-01,0.444,5.509
1761-01-01,-0.147,3.059
1761-02-01,1.818,5.221
1761-03-01,5.565,2.405
1761-04-01,6.933,1.924
1761-05-01,12.256,1.305
1761-06-01,15.898,3.413
1761-07-01,17.78,4.17
1761-08-01,13.29,3.782
1761-09-01,11.509,1.499
1761-10-01,5.988,3.071
1761-11-01,4.829,2.402
1761-12-01,-2.42,2.367
1762-01-01,5.262,4.256
1762-02-01,3.976,3.177
1762-03-01,3.342,2.783
1762-04-01,7.971,3.929
1762-05-01,9.831,1.39
1762-06-01,12.211,1.501
1762-07-01,12.825,2.17
1762-08-01,13.41,1.731
1762-09-01,9.722,1.808
1762-10-01,6.204,2.721
1762-11-01,6.016,2.98
1762-12-01,1.671,2.487
1763-01-01,-0.303,4.954
1763-02-01,0.415,3.01
1763-03-01,1.098,3.316
1763-04-01,6.571,3.16
1763-05-01,9.397,4.153
1763-06-01,11.292,3.407
1763-07-01,15.862,2.334
1763-08-01,12.493,4.152
1763-09-01,10.598,2.021
1763-10-01,6.27,1.944
1763-11-01,3.845,1.941
1763-12-01,2.447,2.856
1764-01-01,0.488,2.884
1764-02-01,5.479,3.149
1764-03-01,4.545,2.426
1764-04-01,7.017,3.77
1764-05-01,9.78,1.543
1764-06-01,10.841,2.585
1764-07-01,12.639,2.833
1764-08-01,12.339,1.137
1764-09-01,10.592,2.355
1764-10-01,10.041,1.875
1764-11-01,5.574,2.538
1764-12-01,5.284,2.492
1765-01-01,3.962,5.345
1765-02-01,3.12,3.355
1765-03-01,6.174,2.189
1765-04-01,8.841,1.371
1765-05-01,10.303,1.228
1765-06-01,10.291,1.411
1765-07-01,13.334,3.107
1765-08-01,13.151,0.977
1765-09-01,10.95,1.225
1765-10-01,8.071,1.481
1765-11-01,5.897,2.601
1765-12-01,2.952,2.304
1766-01-01,-0.686,5.626
1766-02-01,4.043,3.824
1766-03-01,5.345,2.134
1766-04-01,7.612,2.354
1766-05-01,10.899,1.561
1766-06-01,12.788,4.47
1766-07-01,12.702,2.432
1766-08-01,13.428,1.88
1766-09-01,12.108,2.213
1766-10-01,8.327,1.765
1766-11-01,7.595,2.169
1766-12-01,2.699,2.475
1767-01-01,-0.933,4.903
1767-02-01,2.915,5.377
1767-03-01,6.149,4.073
1767-04-01,5.838,4.159
1767-05-01,9.66,1.151
1767-06-01,14.043,2.25
1767-07-01,12.833,3.002
1767-08-01,14.505,1.146
1767-09-01,11.605,1.898
1767-10-01,9.036,1.908
1767-11-01,8.244,5.179
1767-12-01,1.505,2.911
1768-01-01,-2.501,4.529
1768-02-01,-0.374,4.505
1768-03-01,1.645,3.672
1768-04-01,6.807,1.511
1768-05-01,8.534,2.107
1768-06-01,11.87,1.406
1768-07-01,13.768,1.467
1768-08-01,12.484,1.619
1768-09-01,10.726,1.705
1768-10-01,7.821,2.071
1768-11-01,4.923,3.297
1768-12-01,3.049,4.458
1769-01-01,2.48,4.065
1769-02-01,1.896,3.129
1769-03-01,4.155,3.239
1769-04-01,8.749,3.514
1769-05-01,12.519,3.061
1769-06-01,14.538,1.27
1769-07-01,13.928,2.661
1769-08-01,13.252,2.05
1769-09-01,11.248,1.311
1769-10-01,5.276,2.243
1769-11-01,2.921,1.866
1769-12-01,-0.665,2.736
1770-01-01,2.065,3.797
1770-02-01,3.331,3.303
1770-03-01,0.978,2.318
1770-04-01,9.477,3.766
1770-05-01,9.638,1.037
1770-06-01,11.216,2.868
1770-07-01,11.108,1.864
1770-08-01,11.445,2.293
1770-09-01,10.998,1.417
1770-10-01,9.133,1.668
1770-11-01,6.136,3.261
1770-12-01,4.843,4.531
1771-01-01,5.045,4.805
1771-02-01,-1.424,3.106
1771-03-01,1.6,2.714
1771-04-01,5.475,2.921
1771-05-01,9.542,1.704
1771-06-01,13.341,1.068
1771-07-01,13.415,1.12
1771-08-01,13.855,1.119
1771-09-01,11.36,1.328
1771-10-01,10.238,1.434
1771-11-01,4.665,1.988
1771-12-01,2.768,2.873
1772-01-01,1.548,4.989
1772-02-01,0.768,5.687
1772-03-01,2.166,2.367
1772-04-01,8.31,1.809
1772-05-01,9.079,1.33
1772-06-01,11.885,3.175
1772-07-01,14.221,3.168
1772-08-01,13.856,2.165
1772-09-01,10.303,2.217
1772-10-01,9.432,1.714
1772-11-01,8.259,3.55
1772-12-01,6.194,3.01
1773-01-01,-0.693,2.744
1773-02-01,1.162,3.165
1773-03-01,3.966,1.986
1773-04-01,9.34,1.96
1773-05-01,12.822,1.423
1773-06-01,12.374,0.862
1773-07-01,14.138,1.175
1773-08-01,13.441,1.247
1773-09-01,12.448,1.309
1773-10-01,9.392,1.403
1773-11-01,3.857,3.562
1773-12-01,5.929,3.185
1774-01-01,-0.641,4.782
1774-02-01,4.099,4.838
1774-03-01,4.947,2.291
1774-04-01,9.835,2.887
1774-05-01,16.804,2.758
1774-06-01,15.094,4.926
1774-07-01,16.097,4.974
1774-08-01,13.927,1.512
1774-09-01,10.819,1.456
1774-10-01,8.493,3.605
1774-11-01,3.163,2.185
1774-12-01,0.509,3.484
1775-01-01,3.869,4.206
1775-02-01,5.545,2.832
1775-03-01,6.731,1.828
1775-04-01,6.756,2.053
1775-05-01,10.315,3.839
1775-06-01,11.614,2.99
1775-07-01,14.022,1.716
1775-08-01,13.993,2.458
1775-09-01,10.898,2.532
1775-10-01,10.304,1.65
1775-11-01,8.148,2.848
1775-12-01,1.597,2.162
1776-01-01,-0.996,3.033
1776-02-01,3.886,3.311
1776-03-01,3.451,2.509
1776-04-01,6.42,2.044
1776-05-01,9.434,3.109
1776-06-01,13.613,1.127
1776-07-01,13.346,2.171
1776-08-01,14.359,1.477
1776-09-01,10.115,2.083
1776-10-01,7.62,3.235
1776-11-01,5.224,2.225
1776-12-01,4.497,2.681
1777-01-01,5.547,3.082
1777-02-01,4.034,2.793
1777-03-01,4.129,1.98
1777-04-01,5.163,2.16
1777-05-01,10.449,1.462
1777-06-01,11.599,2.416
1777-07-01,11.959,1.721
1777-08-01,12.123,1.295
1777-09-01,10.81,2.883
1777-10-01,6.475,2.778
1777-11-01,5.254,2.198
1777-12-01,3.258,2.396
1778-01-01,2.705,3.957
1778-02-01,5.033,3.24
1778-03-01,3.179,3.386
1778-04-01,9.613,1.983
1778-05-01,10.288,1.565
1778-06-01,10.826,4.358
1778-07-01,14.205,1.993
1778-08-01,11.85,2.366
1778-09-01,12.794,1.359
1778-10-01,7.418,3.175
1778-11-01,3.595,3.282
1778-12-01,1.773,2.262
1779-01-01,0.704,4.152
1779-02-01,4.174,6.203
1779-03-01,5.682,2.239
1779-04-01,8.508,2.605
1779-05-01,13.006,1.865
1779-06-01,11.44,2.538
1779-07-01,12.677,1.355
1779-08-01,13.07,1.27
1779-09-01,12.079,2.176
1779-10-01,9.028,2.798
1779-11-01,5.817,1.979
1779-12-01,2.27,2.931
1780-01-01,2.193,2.891
1780-02-01,3.589,4.774
1780-03-01,4.767,2.275
1780-04-01,12.537,3.414
1780-05-01,14.255,2.304
1780-06-01,13.653,2.97
1780-07-01,15.202,1.959
1780-08-01,12.617,2.519
1780-09-01,9.125,2.413
1780-10-01,9.797,1.673
1780-11-01,6.181,2.39
1780-12-01,2.011,2.905
1781-01-01,2.385,4.833
1781-02-01,2.194,6.124
1781-03-01,4.625,2.502
1781-04-01,6.863,2.175
1781-05-01,11.092,1.503
1781-06-01,11.773,1.74
1781-07-01,14.253,1.478
1781-08-01,14.421,1.019
1781-09-01,10.406,2.475
1781-10-01,8.73,1.411
1781-11-01,7.633,2.81
1781-12-01,3.237,3.351
1782-01-01,0.605,2.731
1782-02-01,0.877,3.656
1782-03-01,2.884,3.846
1782-04-01,8.527,1.661
1782-05-01,11.502,1.378
1782-06-01,13.614,1.112
1782-07-01,13.83,1.57
1782-08-01,15.363,2.296
1782-09-01,12.568,1.41
1782-10-01,8.594,1.538
1782-11-01,4.642,4.877
1782-12-01,1.949,4.02
1783-01-01,-0.927,3.507
1783-02-01,4.656,3.676
1783-03-01,4.246,2.351
1783-04-01,8.045,1.535
1783-05-01,12.064,3.108
1783-06-01,14.974,1.61
1783-07-01,13.214,1.328
1783-08-01,13.851,1.615
1783-09-01,9.841,2.648
1783-10-01,7.808,2.149
1783-11-01,2.36,2.791
1783-12-01,2.634,2.548
1784-01-01,2.325,4.834
1784-02-01,1.245,4.575
1784-03-01,4.158,1.9
1784-04-01,8.178,4.995
1784-05-01,9.539,1.504
1784-06-01,13.177,1.915
1784-07-01,14.61,3.853
1784-08-01,15.551,4.766
1784-09-01,10.414,1.956
1784-10-01,7.821,2.062
1784-11-01,5.022,1.875
1784-12-01,3.206,3.281
1785-01-01,2.325,3.434
1785-02-01,1.741,3.282
1785-03-01,1.309,3.156
1785-04-01,6.902,1.28
1785-05-01,10.063,2.36
1785-06-01,14.715,3.026
1785-07-01,14.537,3.48
1785-08-01,14.611,2.457
1785-09-01,10.648,1.347
1785-10-01,8.036,2.554
1785-11-01,6.176,2.905
1785-12-01,1.615,2.294
1786-01-01,0.384,2.842
1786-02-01,1.917,2.808
1786-03-01,5.817,3.663
1786-04-01,8.527,1.947
1786-05-01,11.43,1.771
1786-06-01,13.556,1.996
1786-07-01,15.272,2.524
1786-08-01,14.723,3.788
1786-09-01,12.7,3.784
1786-10-01,8.561,3.078
1786-11-01,3.487,4.395
1786-12-01,0.191,2.239
1787-01-01,3.314,3.872
1787-02-01,2.91,3.196
1787-03-01,5.13,3.173
1787-04-01,7.398,1.476
1787-05-01,11.53,2.793
1787-06-01,14.304,2.435
1787-07-01,13.614,2.193
1787-08-01,13.542,2.119
1787-09-01,10.209,1.796
1787-10-01,7.863,2.353
1787-11-01,5.151,2.349
1787-12-01,2.622,2.753
1788-01-01,0.314,3.109
1788-02-01,3.346,6.396
1788-03-01,4.524,3.133
1788-04-01,8.264,1.316
1788-05-01,10.759,1.777
1788-06-01,14.016,1.236
1788-07-01,16.499,3.934
1788-08-01,14.463,1.869
1788-09-01,11.921,1.337
1788-10-01,9.556,1.766
1788-11-01,6.523,2.009
1788-12-01,-0.344,3.968
1789-01-01,3.101,4.266
1789-02-01,2.33,3.495
1789-03-01,4.152,2.346
1789-04-01,7.309,1.184
1789-05-01,11.369,1.799
1789-06-01,13.211,1.523
1789-07-01,15.142,1.105
1789-08-01,13.856,1.002
1789-09-01,12.12,1.066
1789-10-01,8.264,2.386
1789-11-01,6.347,1.874
1789-12-01,4.06,1.723
1790-01-01,3.107,2.523
1790-02-01,3.365,2.497
1790-03-01,4.815,1.62
1790-04-01,6.798,1.919
1790-05-01,10.463,1.104
1790-06-01,13.561,1.526
1790-07-01,13.346,1.424
1790-08-01,13.311,0.924
1790-09-01,11.357,0.939
1790-10-01,8.722,1.354
1790-11-01,5.232,1.391
1790-12-01,3.822,4.193
1791-01-01,3.505,3.032
1791-02-01,3.451,2.255
1791-03-01,5.504,1.84
1791-04-01,8.573,1.211
1791-05-01,10.545,1.069
1791-06-01,13.252,1.27
1791-07-01,13.433,1.427
1791-08-01,13.802,1.036
1791-09-01,11.359,1.173
1791-10-01,8.064,1.147
1791-11-01,6.268,1.754
1791-12-01,3.671,2.258
1792-01-01,0.35,2.708
1792-02-01,3.691,2.817
1792-03-01,4.645,2.003
1792-04-01,7.869,1.409
1792-05-01,11.781,1.393
1792-06-01,14.327,1.123
1792-07-01,14.635,1.808
1792-08-01,12.606,1.557
1792-09-01,12.383,2.219
1792-10-01,7.952,1.532
1792-11-01,5.058,2.93
1792-12-01,3.461,1.932
1793-01-01,1.521,2.788
1793-02-01,4.676,3.009
1793-03-01,5.333,1.959
1793-04-01,8.781,1.719
1793-05-01,11.232,1.302
1793-06-01,13.453,1.969
1793-07-01,14.503,2.245
1793-08-01,13.364,2.366
1793-09-01,11.563,2.367
1793-10-01,8.409,1.924
1793-11-01,5.451,3.684
1793-12-01,2.116,2.185
1794-01-01,3.85,2.775
1794-02-01,3.087,4.076
1794-03-01,6.239,1.625
1794-04-01,8.848,2.231
1794-05-01,12.635,1.713
1794-06-01,12.417,1.424
1794-07-01,12.947,1.664
1794-08-01,13.57,1.256
1794-09-01,12.542,2.239
1794-10-01,9.192,1.259
1794-11-01,5.934,1.497
1794-12-01,3.38,2.038
1795-01-01,3.269,2.309
1795-02-01,4.769,3.33
1795-03-01,6.108,2.442
1795-04-01,9.468,1.556
1795-05-01,12.11,1.627
1795-06-01,12.91,1.416
1795-07-01,14.734,1.607
1795-08-01,13.94,1.464
1795-09-01,10.726,1.37
1795-10-01,8.275,1.892
1795-11-01,5.647,1.797
1795-12-01,3.905,2.021
1796-01-01,3.972,2.624
1796-02-01,3.64,2.47
1796-03-01,3.15,2.103
1796-04-01,7.634,1.105
1796-05-01,11.375,1.071
1796-06-01,14.519,1.946
1796-07-01,14.187,1.62
1796-08-01,14.69,2.329
1796-09-01,12.011,2.101
1796-10-01,9.169,1.459
1796-11-01,5.411,2.272
1796-12-01,1.246,2.584
1797-01-01,4.877,3.999
1797-02-01,6.128,2.496
1797-03-01,4.428,2.487
1797-04-01,7.012,2.408
1797-05-01,10.498,1.67
1797-06-01,14.028,1.492
1797-07-01,13.634,1.702
1797-08-01,13.958,1.409
1797-09-01,12.057,2.233
1797-10-01,8.858,1.439
1797-11-01,4.716,1.535
1797-12-01,3.551,2.073
1798-01-01,3.148,2.3
1798-02-01,3.259,2.382
1798-03-01,6.392,1.733
1798-04-01,7.935,1.811
1798-05-01,11.166,3.374
1798-06-01,13.34,1.489
1798-07-01,14.821,1.467
1798-08-01,15.03,1.889
1798-09-01,11.355,1.991
1798-10-01,8.572,1.764
1798-11-01,6.009,2.158
1798-12-01,2.132,1.996
1799-01-01,2.317,2.272
1799-02-01,0.97,2.209
1799-03-01,3.283,1.931
1799-04-01,8.377,1.462
1799-05-01,11.214,0.861
1799-06-01,13.614,0.75
1799-07-01,14.332,1.401
1799-08-01,13.607,1.047
1799-09-01,11.849,1.107
1799-10-01,9.317,1.176
1799-11-01,6.564,2.51
1799-12-01,1.776,1.689
1800-01-01,1.949,1.941
1800-02-01,2.408,2.378
1800-03-01,4.196,2.865
1800-04-01,9.053,1.258
1800-05-01,10.551,1.05
1800-06-01,13.365,1.163
1800-07-01,13.715,1.002
1800-08-01,13.653,1.03
1800-09-01,11.048,1.259
1800-10-01,9.33,1.568
1800-11-01,5.934,1.512
1800-12-01,3.71,1.557
1801-01-01,3.673,2.331
1801-02-01,3.721,3.289
1801-03-01,6.697,1.399
1801-04-01,7.612,1.076
1801-05-01,12.446,2.367
1801-06-01,13.117,0.942
1801-07-01,14.475,1.226
1801-08-01,12.741,1.262
1801-09-01,11.889,1.3
1801-10-01,10.426,3.606
1801-11-01,5.78,1.574
1801-12-01,4.767,2.561
1802-01-01,4.296,2.426
1802-02-01,4.573,2.808
1802-03-01,6.565,1.691
1802-04-01,8.816,1.343
1802-05-01,10.214,1.26
1802-06-01,13.594,1.187
1802-07-01,14.208,1.873
1802-08-01,13.474,2.224
1802-09-01,12.135,1.415
1802-10-01,9.322,1.635
1802-11-01,5.158,1.47
1802-12-01,3.107,1.437
1803-01-01,1.26,2.155
1803-02-01,2.187,3.707
1803-03-01,5.029,2.372
1803-04-01,9.153,1.577
1803-05-01,11.644,1.588
1803-06-01,13.786,1.125
1803-07-01,14.594,1.078
1803-08-01,14.715,1.104
1803-09-01,12.357,1.368
1803-10-01,9.999,2.675
1803-11-01,5.794,1.888
1803-12-01,2.874,3.257
1804-01-01,2.252,3.066
1804-02-01,1.913,2.217
1804-03-01,4.105,2.566
1804-04-01,9.554,1.504
1804-05-01,12.015,1.123
1804-06-01,13.621,1.546
1804-07-01,15.687,1.082
1804-08-01,14.126,1.286
1804-09-01,12.398,1.908
1804-10-01,9.004,1.165
1804-11-01,6.842,3.345
1804-12-01,2.601,1.754
1805-01-01,3.027,2.3
1805-02-01,2.747,2.311
1805-03-01,5.792,1.588
1805-04-01,8.491,1.708
1805-05-01,11.247,1.242
1805-06-01,14.028,0.985
1805-07-01,14.586,1.241
1805-08-01,15.185,1.335
1805-09-01,12.011,2.114
1805-10-01,7.454,1.396
1805-11-01,4.396,1.827
1805-12-01,4.49,1.903
1806-01-01,3.211,2.04
1806-02-01,3.047,2.49
1806-03-01,4.752,1.853
1806-04-01,8.007,2.04
1806-05-01,11.751,1.105
1806-06-01,12.414,0.942
1806-07-01,13.908,1.457
1806-08-01,14.669,0.973
1806-09-01,12.636,1.332
1806-10-01,8.504,1.168
1806-11-01,5.159,1.785
1806-12-01,4.145,1.695
1807-01-01,1.062,2.532
1807-02-01,3.393,2.495
1807-03-01,4.589,2.316
1807-04-01,6.923,1.59
1807-05-01,9.126,1.029
1807-06-01,13.274,1.111
1807-07-01,14.141,1.742
1807-08-01,13.472,1.279
1807-09-01,12.602,1.131
1807-10-01,8.929,1.112
1807-11-01,6.148,1.53
1807-12-01,4.515,1.159
1808-01-01,1.153,4.193
1808-02-01,2.164,1.967
1808-03-01,4.199,2.855
1808-04-01,7.303,1.454
1808-05-01,9.346,2.042
1808-06-01,13.242,1.256
1808-07-01,14.421,1.105
1808-08-01,13.051,1.091
1808-09-01,11.864,1.464
1808-10-01,8.46,1.699
1808-11-01,4.531,2.108
1808-12-01,1.55,2.047
1809-01-01,0.357,3.198
1809-02-01,1.012,2.076
1809-03-01,3.344,2.874
1809-04-01,7.8,1.934
1809-05-01,9.485,1.431
1809-06-01,12.938,1.335
1809-07-01,12.692,2.275
1809-08-01,13.123,1.317
1809-09-01,11.145,1.243
1809-10-01,8.561,2.562
1809-11-01,3.185,2.744
1809-12-01,2.523,1.674
1810-01-01,0.684,2.325
1810-02-01,2.493,2.637
1810-03-01,5.088,3.016
1810-04-01,6.833,1.679
1810-05-01,9.269,1.834
1810-06-01,11.697,1.709
1810-07-01,12.558,1.359
1810-08-01,12.298,1.208
1810-09-01,9.905,1.543
1810-10-01,7.017,1.642
1810-11-01,4.11,2.685
1810-12-01,2.77,2.102
1811-01-01,1.039,2.052
1811-02-01,0.268,2.358
1811-03-01,4.028,2.868
1811-04-01,6.172,1.29
1811-05-01,9.817,1.22
1811-06-01,12.522,1.035
1811-07-01,12.25,1.583
1811-08-01,13.443,1.39
1811-09-01,10.494,2.079
1811-10-01,7.125,2.448
1811-11-01,3.581,1.551
1811-12-01,3.814,2.12
1812-01-01,1.366,3.995
1812-02-01,0.261,2.764
1812-03-01,2.269,2.18
1812-04-01,6.937,3.131
1812-05-01,9.583,1.286
1812-06-01,11.851,1.071
1812-07-01,14.343,1.498
1812-08-01,15.399,1.294
1812-09-01,10.46,2.798
1812-10-01,7.835,1.501
1812-11-01,4.675,2.867
1812-12-01,1.514,3.014
1813-01-01,-1.234,2.416
1813-02-01,2.281,2.089
1813-03-01,2.129,1.684
1813-04-01,8.143,2.42
1813-05-01,11.518,3.833
1813-06-01,13.054,1.329
1813-07-01,14.272,1.198
1813-08-01,13.059,0.929
1813-09-01,12.321,2.004
1813-10-01,8.622,1.911
1813-11-01,6.852,2.167
1813-12-01,2.351,2.52
1814-01-01,1.923,2.477
1814-02-01,1.86,2.404
1814-03-01,2.612,2.357
1814-04-01,7.066,1.521
1814-05-01,9.33,2.21
1814-06-01,12.747,0.961
1814-07-01,12.478,2.149
1814-08-01,12.833,1.362
1814-09-01,10.671,1.266
1814-10-01,7.61,1.811
1814-11-01,6.873,3.749
1814-12-01,6.314,3.998
1815-01-01,1.975,1.67
1815-02-01,2.312,2.241
1815-03-01,3.645,2.511
1815-04-01,6.584,2.416
1815-05-01,9.951,1.565
1815-06-01,11.087,1.004
1815-07-01,14.266,2.341
1815-08-01,13.295,1.492
1815-09-01,11.231,1.212
1815-10-01,7.328,2.512
1815-11-01,4.081,1.533
1815-12-01,1.336,1.786
1816-01-01,2.836,3.923
1816-02-01,-0.482,2.537
1816-03-01,3.862,1.558
1816-04-01,7.566,2.134
1816-05-01,10.726,1.315
1816-06-01,11.656,1.399
1816-07-01,12.1,1.173
1816-08-01,12.698,1.007
1816-09-01,10.406,0.957
1816-10-01,5.51,4.1
1816-11-01,4.236,4.301
1816-12-01,2.079,1.699
1817-01-01,1.892,3.386
1817-02-01,4.137,2.887
1817-03-01,5.181,1.773
1817-04-01,8.396,1.499
1817-05-01,9.601,1.231
1817-06-01,11.062,1.34
1817-07-01,12.139,1.518
1817-08-01,13.302,1.358
1817-09-01,8.428,1.279
1817-10-01,6.419,1.827
1817-11-01,4.967,1.216
1817-12-01,0.951,1.884
1818-01-01,2.091,2.51
1818-02-01,1.565,1.759
1818-03-01,6.241,2.871
1818-04-01,10.316,4.404
1818-05-01,11.847,2.285
1818-06-01,14.275,2.617
1818-07-01,13.703,1.053
1818-08-01,13.275,1.112
1818-09-01,10.5,1.195
1818-10-01,6.888,1.533
1818-11-01,6.05,2.845
1818-12-01,2.801,1.663
1819-01-01,1.394,1.776
1819-02-01,2.327,2.18
1819-03-01,2.763,3.63
1819-04-01,6.87,1.214
1819-05-01,10.538,1.686
1819-06-01,12.619,2.126
1819-07-01,13.003,1.086
1819-08-01,12.626,1.482
1819-09-01,11.275,0.936
1819-10-01,8.632,1.194
1819-11-01,5.301,1.177
1819-12-01,1.857,1.886
1820-01-01,0.227,2.545
1820-02-01,2.574,2.148
1820-03-01,4.725,1.468
1820-04-01,9.48,1.267
1820-05-01,11.573,1.492
1820-06-01,13.369,0.939
1820-07-01,13.719,0.839
1820-08-01,12.252,1.069
1820-09-01,11.382,1.245
1820-10-01,7.552,0.986
1820-11-01,4.663,0.926
1820-12-01,1.727,1.539
1821-01-01,3.029,2.249
1821-02-01,4.086,2.329
1821-03-01,5.474,1.314
1821-04-01,7.893,0.87
1821-05-01,11.156,1.303
1821-06-01,12.139,1.597
1821-07-01,12.923,1.508
1821-08-01,12.894,0.862
1821-09-01,9.99,1.078
1821-10-01,8.15,0.861
1821-11-01,5.301,1.426
1821-12-01,2.643,1.19
1822-01-01,2.37,1.743
1822-02-01,4.176,1.643
1822-03-01,7.442,1.46
1822-04-01,8.021,1.12
1822-05-01,10.748,1.003
1822-06-01,13.063,1.234
1822-07-01,13.731,0.829
1822-08-01,13.108,0.917
1822-09-01,10.475,1.28
1822-10-01,7.787,1.327
1822-11-01,4.605,1.349
1822-12-01,0.859,1.475
1823-01-01,1.829,1.732
1823-02-01,2.237,1.42
1823-03-01,4.82,1.619
1823-04-01,7.628,1.757
1823-05-01,10.597,1.437
1823-06-01,13.384,1.438
1823-07-01,14.253,0.842
1823-08-01,12.95,1.261
1823-09-01,10.507,1.295
1823-10-01,7.644,1.176
1823-11-01,4.71,1.374
1823-12-01,2.425,1.714
1824-01-01,2.999,1.628
1824-02-01,2.751,1.431
1824-03-01,5.282,1.231
1824-04-01,8.426,0.978
1824-05-01,11.275,0.859
1824-06-01,13.275,1.386
1824-07-01,14.275,1.256
1824-08-01,12.995,0.873
1824-09-01,11.436,1.383
1824-10-01,7.962,1.024
1824-11-01,5.402,1.503
1824-12-01,4.558,2.122
1825-01-01,2.774,1.531
1825-02-01,2.868,1.591
1825-03-01,4.935,1.535
1825-04-01,9.041,1.632
1825-05-01,11.023,1.034
1825-06-01,13.41,0.821
1825-07-01,13.248,1.13
1825-08-01,12.884,1.188
1825-09-01,10.886,1.045
1825-10-01,8.245,1.12
1825-11-01,5.869,1.927
1825-12-01,3.149,1.33
1826-01-01,2.089,1.481
1826-02-01,1.799,1.602
1826-03-01,4.752,1.944
1826-04-01,8.275,1.562
1826-05-01,11.827,0.998
1826-06-01,13.223,1.026
1826-07-01,14.216,0.784
1826-08-01,12.964,0.82
1826-09-01,11.073,0.797
1826-10-01,8.613,1.167
1826-11-01,6.841,0.911
1826-12-01,4.875,1.114
1827-01-01,3.724,1.942
1827-02-01,3.81,1.603
1827-03-01,5.804,1.4
1827-04-01,9.362,1.81
1827-05-01,11.735,1.412
1827-06-01,13.441,0.659
1827-07-01,14.432,0.739
1827-08-01,13.437,1.022
1827-09-01,11.2,0.759
