Date,country,Year,total_ghg,ghg_per_capita,co2,co2_growth_prct,co2_growth_abs,co2_per_capita,co2_per_gdp,co2_per_unit_energy,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,Day,Month
2008-01-01,World,2008,44952.27,6.621,31946.034,2.08,652.172,4.706,,0.235,8017.25,1.181,2802.99,0.413,6789088672.0,,136174.532,20057.851000000002,1.641,01,01
2009-01-01,World,2009,44936.19,6.537999999999999,31464.2,-1.51,-481.833,4.578,,0.235,8100.53,1.179,2803.03,0.408,6872766988.0,,134115.564,19514.057,1.6280000000000001,01,01
2010-01-01,World,2010,46552.37,6.692,33131.911,5.3,1667.711,4.762,0.369,0.23600000000000002,8170.01,1.1740000000000002,2860.55,0.41100000000000003,6956823588.0,89807296279016.8,140562.37300000002,20204.963,1.588,01,01
2011-01-01,World,2011,47802.54,6.789,34209.583,3.25,1077.672,4.8580000000000005,,0.23800000000000002,8280.11,1.176,2943.3,0.418,7041194168.0,,143975.345,20447.575,1.5319999999999998,01,01
2012-01-01,World,2012,48348.77,6.785,34760.008,1.61,550.4259999999999,4.878,,0.23800000000000002,8374.14,1.175,2970.41,0.41700000000000004,7125827957.0,,145828.364,20464.76,1.51,01,01
2013-01-01,World,2013,48961.6,6.79,34987.263999999996,0.65,227.255,4.852,,0.23600000000000002,8339.46,1.157,2941.0,0.408,7210582041.0,,148585.66,20606.611,1.496,01,01
2014-01-01,World,2014,49440.79,6.777,35244.867999999995,0.74,257.605,4.831,,0.235,8477.25,1.162,2999.32,0.41100000000000003,7295290759.0,,149791.729,20532.66,1.469,01,01
2015-01-01,World,2015,49854.98,6.756,35209.447,-0.1,-35.422,4.771,,0.233,8660.01,1.173,3052.82,0.414,7379796967.0,,150882.03699999998,20445.283,1.4369999999999998,01,01
2016-01-01,World,2016,49358.03,6.6129999999999995,35220.412000000004,0.03,10.966,4.718999999999999,0.32899999999999996,0.23,8550.06,1.146,3054.0,0.409,7464021934.0,107134280603000.0,152944.938,20490.955,1.429,01,01
2017-01-01,World,2017,,,35696.349,1.35,475.936,4.729,0.32299999999999995,0.22899999999999998,,,,,7547858900.0,110430656680928.0,155672.784,20624.761000000002,,01,01
2018-01-01,World,2018,,,36419.712,2.03,723.363,4.772,0.32,0.228,,,,,7631091113.0,113630168331870.0,160063.686,20975.202999999998,,01,01
2019-01-01,World,2019,,,36441.388,0.06,21.676,4.724,,0.225,,,,,7713468205.0,,162194.29,21027.415,,01,01
