YrMo,year,month,anomaly,total_uncertainty,lower_bound_95pct,upper_bound_95pct
2011.9166666666667,2011,11,0.34405,0.0341,0.3195,0.3655
2012.0,2011,12,0.30083000000000004,0.031110000000000002,0.276,0.322
2012.0833333333333,2012,1,0.29779,0.03088,0.2715,0.319
2012.1666666666667,2012,2,0.32166,0.03178,0.2955,0.344
2012.25,2012,3,0.33618000000000003,0.03368,0.3095,0.357
2012.3333333333333,2012,4,0.39654,0.035210000000000005,0.37,0.4185
2012.4166666666667,2012,5,0.46796000000000004,0.03628,0.443,0.49
2012.5,2012,6,0.46971,0.03462,0.445,0.4905
2012.5833333333333,2012,7,0.52013,0.03511,0.4955,0.541
2012.6666666666667,2012,8,0.55915,0.03285,0.535,0.5805
2012.75,2012,9,0.54827,0.03283,0.524,0.569
2012.8333333333333,2012,10,0.52533,0.03377,0.5015,0.547
2012.9166666666667,2012,11,0.51248,0.03348,0.488,0.535
2013.0,2012,12,0.43406000000000006,0.03267,0.4085,0.4565
2013.0833333333333,2013,1,0.37743000000000004,0.033319999999999995,0.3505,0.4
2013.1666666666667,2013,2,0.41067,0.03379,0.3855,0.4345
2013.25,2013,3,0.39742,0.03515,0.371,0.42
2013.3333333333333,2013,4,0.43456999999999996,0.03637,0.408,0.458
2013.4166666666667,2013,5,0.47613999999999995,0.037219999999999996,0.452,0.499
2013.5,2013,6,0.41605,0.0363,0.3915,0.4385
2013.5833333333333,2013,7,0.5756100000000001,0.03597,0.551,0.599
2013.6666666666667,2013,8,0.57897,0.03519,0.5555,0.6005
2013.75,2013,9,0.55462,0.03567,0.53,0.577
2013.8333333333333,2013,10,0.48511000000000004,0.036160000000000005,0.4605,0.5075
2013.9166666666667,2013,11,0.53781,0.03662,0.5125,0.5615
2014.0,2013,12,0.43693999999999994,0.03584,0.4115,0.4595
2014.0833333333333,2014,1,0.42841999999999997,0.037610000000000005,0.4015,0.452
2014.1666666666667,2014,2,0.41518,0.0365,0.39,0.439
2014.25,2014,3,0.44835,0.03563,0.422,0.471
2014.3333333333333,2014,4,0.55789,0.03682,0.532,0.5815
2014.4166666666667,2014,5,0.58253,0.03601,0.558,0.6055
2014.5,2014,6,0.65035,0.036180000000000004,0.625,0.674
2014.5833333333333,2014,7,0.6411899999999999,0.03469,0.618,0.663
2014.6666666666667,2014,8,0.73719,0.03313,0.7135,0.759
2014.75,2014,9,0.71373,0.03195,0.691,0.7355
2014.8333333333333,2014,10,0.62964,0.03311,0.606,0.6525
2014.9166666666667,2014,11,0.56137,0.03319,0.536,0.585
2015.0,2014,12,0.55082,0.03204,0.525,0.573
2015.0833333333333,2015,1,0.5512600000000001,0.031030000000000002,0.5245,0.574
2015.1666666666667,2015,2,0.51858,0.031560000000000005,0.4925,0.542
2015.25,2015,3,0.54056,0.03193,0.514,0.564
2015.3333333333333,2015,4,0.66701,0.03344,0.641,0.6905
2015.4166666666667,2015,5,0.6901,0.03292,0.665,0.7135
2015.5,2015,6,0.67988,0.032139999999999995,0.655,0.703
2015.5833333333333,2015,7,0.75634,0.031180000000000003,0.7335,0.778
2015.6666666666667,2015,8,0.7579,0.029580000000000002,0.7345,0.7795
2015.75,2015,9,0.8294100000000001,0.0305,0.8065,0.8505
2015.8333333333333,2015,10,0.79933,0.030010000000000002,0.776,0.821
2015.9166666666667,2015,11,0.78759,0.03117,0.7635,0.8105
2016.0,2015,12,0.82739,0.03063,0.803,0.85
2016.0833333333333,2016,1,0.8346,0.031010000000000003,0.8095,0.858
2016.1666666666667,2016,2,0.72615,0.029960000000000004,0.701,0.7495
2016.25,2016,3,0.80794,0.03155,0.782,0.831
2016.3333333333333,2016,4,0.7577699999999999,0.030869999999999998,0.733,0.782
2016.4166666666667,2016,5,0.70494,0.03155,0.6805,0.729
2016.5,2016,6,0.72439,0.02963,0.7,0.7475
2016.5833333333333,2016,7,0.76817,0.02947,0.746,0.79
2016.6666666666667,2016,8,0.75802,0.02777,0.7355,0.779
2016.75,2016,9,0.6984199999999999,0.02773,0.6755,0.72
2016.8333333333333,2016,10,0.7092,0.028710000000000003,0.686,0.7305
2016.9166666666667,2016,11,0.5827100000000001,0.03046,0.558,0.605
2017.0,2016,12,0.56112,0.03081,0.538,0.584
2017.0833333333333,2017,1,0.62426,0.02889,0.6005,0.6475
2017.1666666666667,2017,2,0.66555,0.02968,0.6405,0.689
2017.25,2017,3,0.66514,0.029060000000000002,0.6395,0.688
2017.3333333333333,2017,4,0.72188,0.03073,0.6985,0.745
2017.4166666666667,2017,5,0.6580199999999999,0.0315,0.634,0.681
2017.5,2017,6,0.65395,0.02975,0.63,0.677
2017.5833333333333,2017,7,0.70197,0.02985,0.68,0.7235
2017.6666666666667,2017,8,0.74569,0.02976,0.723,0.7665
2017.75,2017,9,0.6185,0.030160000000000003,0.597,0.64
2017.8333333333333,2017,10,0.63136,0.031089999999999996,0.609,0.654
2017.9166666666667,2017,11,0.57322,0.03112,0.5495,0.597
2018.0,2017,12,0.47841000000000006,0.029419999999999998,0.4555,0.5
2018.0833333333333,2018,1,0.51155,0.030119999999999997,0.488,0.5345
2018.1666666666667,2018,2,0.48452,0.02997,0.46,0.508
2018.25,2018,3,0.55747,0.03048,0.533,0.5805
2018.3333333333333,2018,4,0.59743,0.03059,0.5745,0.621
2018.4166666666667,2018,5,0.6301899999999999,0.03147,0.6065,0.6535
2018.5,2018,6,0.60652,0.030330000000000003,0.5815,0.6305
2018.5833333333333,2018,7,0.60473,0.030310000000000004,0.5825,0.626
2018.6666666666667,2018,8,0.6571100000000001,0.0296,0.634,0.679
2018.75,2018,9,0.65663,0.028480000000000002,0.6345,0.6775
2018.8333333333333,2018,10,0.68747,0.030260000000000002,0.665,0.709
2018.9166666666667,2018,11,0.7147899999999999,0.030119999999999997,0.692,0.7375
2019.0,2018,12,0.6885100000000001,0.030160000000000003,0.6665,0.7105
2019.0833333333333,2019,1,0.64445,0.02974,0.6205,0.668
2019.1666666666667,2019,2,0.66093,0.03022,0.6365,0.6835
2019.25,2019,3,0.70582,0.030330000000000003,0.6785,0.727
2019.3333333333333,2019,4,0.69814,0.03263,0.674,0.7205
2019.4166666666667,2019,5,0.65642,0.03147,0.631,0.679
2019.5,2019,6,0.66425,0.0318,0.6395,0.6865
2019.5833333333333,2019,7,0.8057300000000001,0.03108,0.7825,0.8305
2019.6666666666667,2019,8,0.8287200000000001,0.03355,0.8045,0.8515
2019.75,2019,9,0.73526,0.03321,0.712,0.7595
2019.8333333333333,2019,10,0.7428100000000001,0.032119999999999996,0.719,0.765
2019.9166666666667,2019,11,0.74774,0.03253,0.722,0.7725
2020.0,2019,12,0.71392,0.03349,0.6895,0.737
2020.0833333333333,2020,1,0.77289,0.03188,0.7475,0.7975
2020.1666666666667,2020,2,0.72363,0.03185,0.6975,0.7485
2020.25,2020,3,0.7902399999999999,0.03252,0.763,0.8145
2020.3333333333333,2020,4,0.77147,0.03367,0.746,0.7965
2020.4166666666667,2020,5,0.71318,0.03313,0.687,0.739
2020.5,2020,6,0.69025,0.03383,0.664,0.715
2020.5833333333333,2020,7,0.76132,0.03283,0.7355,0.784
2020.6666666666667,2020,8,0.82206,0.029960000000000004,0.798,0.844
2020.75,2020,9,0.68883,0.034230000000000003,0.6655,0.7125
2020.8333333333333,2020,10,0.63366,0.03238,0.609,0.657
2020.9166666666667,2020,11,0.60219,0.031560000000000005,0.576,0.6265
2021.0,2020,12,0.54915,0.03284,0.523,0.5725
2021.0833333333333,2021,1,0.51858,0.03304,0.49,0.5435
2021.1666666666667,2021,2,0.4962,0.03431,0.4695,0.5205
2021.25,2021,3,0.5553100000000001,0.03422,0.5265,0.5785
2021.3333333333333,2021,4,0.60388,0.034089999999999995,0.5775,0.6265
2021.4166666666667,2021,5,0.64274,0.03785,0.6155,0.6655
2021.5,2021,6,0.6351,0.034589999999999996,0.608,0.6585
2021.5833333333333,2021,7,0.7302,0.03605,0.704,0.7525
2021.6666666666667,2021,8,0.71597,0.03544,0.6895,0.737
2021.75,2021,9,0.71319,0.0375,0.689,0.7365
